age,work_class,education,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,label
40,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,false
29,Private,7th-8th,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,30,Mexico,false
59,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,48,United-States,false
52,Private,Assoc-acdm,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,40,United-States,true
27,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,United-States,false
45,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,true
58,Private,Bachelors,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,0,0,40,South,false
53,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,40,Cuba,false
23,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,false
35,Private,11th,Divorced,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,false
49,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,false
49,Private,Assoc-acdm,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,false
25,Private,12th,Never-married,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,false
47,Private,Masters,Divorced,Prof-specialty,Unmarried,White,Female,0,0,50,United-States,true
28,Private,Assoc-acdm,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
20,Private,Some-college,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,30,United-States,false
74,,5th-6th,Married-civ-spouse,,Husband,White,Male,0,0,56,Mexico,false
19,Private,HS-grad,Never-married,Machine-op-inspct,Own-child,White,Male,0,0,24,United-States,false
28,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,2580,0,40,United-States,false
31,Private,Some-college,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,false
61,,Some-college,Married-spouse-absent,,Not-in-family,White,Male,0,0,40,United-States,false
30,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,53,United-States,false
20,,Some-college,Never-married,,Own-child,White,Male,0,0,40,Germany,false
35,Private,7th-8th,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,,true
23,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,false
25,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,30,United-States,true
19,Private,HS-grad,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,false
30,Private,Masters,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,45,United-States,true
26,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,35,United-States,false
34,Local-gov,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,45,United-States,false
49,Private,Bachelors,Divorced,Exec-managerial,Unmarried,Black,Female,0,0,40,United-States,false
35,Private,Some-college,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,2042,40,United-States,false
38,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,United-States,false
36,Private,HS-grad,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,0,0,20,United-States,false
33,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,0,0,48,United-States,true
54,Private,Some-college,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,false
19,Local-gov,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,false
18,Never-worked,10th,Never-married,,Own-child,White,Male,0,0,40,United-States,false
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
28,Self-emp-not-inc,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,false
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,false
49,Local-gov,5th-6th,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,United-States,false
25,Private,Bachelors,Never-married,Prof-specialty,Own-child,White,Male,0,0,70,United-States,false
17,Private,10th,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,false
41,Self-emp-inc,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,true
30,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,35,United-States,false
90,Local-gov,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,20051,0,60,United-States,true
25,Private,HS-grad,Never-married,Protective-serv,Other-relative,White,Male,0,0,40,United-States,false
27,Private,Assoc-voc,Married-civ-spouse,Sales,Husband,White,Male,0,0,35,United-States,false
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
55,Private,Some-college,Married-civ-spouse,Protective-serv,Husband,Black,Male,0,0,40,,true
31,Federal-gov,Bachelors,Never-married,Exec-managerial,Not-in-family,Black,Female,0,0,40,United-States,false
43,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,99,United-States,false
63,Private,Masters,Separated,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,true
46,Private,7th-8th,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,false
59,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,false
42,Private,Bachelors,Married-civ-spouse,Exec-managerial,Wife,Black,Female,0,0,50,United-States,true
26,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,20,United-States,false
26,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,false
20,,Some-college,Never-married,,Own-child,White,Female,0,0,30,United-States,false
19,,HS-grad,Never-married,,Not-in-family,Black,Female,0,0,40,United-States,false
61,Private,9th,Divorced,Handlers-cleaners,Not-in-family,White,Male,0,0,40,Puerto-Rico,true
23,State-gov,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,false
24,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,false
35,Private,Bachelors,Divorced,Tech-support,Unmarried,White,Male,7430,0,40,Germany,true
42,Self-emp-not-inc,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,12,United-States,false
31,Private,12th,Divorced,Other-service,Unmarried,White,Female,0,0,21,United-States,false
31,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,0,0,55,United-States,false
63,Private,Bachelors,Widowed,Adm-clerical,Not-in-family,White,Female,0,0,25,United-States,false
29,State-gov,Assoc-voc,Never-married,Tech-support,Not-in-family,White,Female,0,1590,64,United-States,false
43,State-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,false
22,Private,Bachelors,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,10,Vietnam,false
17,Private,11th,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,false
23,Self-emp-not-inc,Bachelors,Never-married,Adm-clerical,Own-child,White,Male,0,2231,40,United-States,true
35,Private,9th,Divorced,Craft-repair,Not-in-family,White,Male,0,0,45,United-States,false
32,Private,HS-grad,Divorced,Other-service,Unmarried,Other,Female,0,0,28,United-States,false
50,Self-emp-inc,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,60,United-States,true
25,Private,HS-grad,Never-married,Transport-moving,Other-relative,White,Male,0,0,40,,false
26,Local-gov,Masters,Married-spouse-absent,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,false
32,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,false
29,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,false
57,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
90,Private,Masters,Never-married,Exec-managerial,Not-in-family,Black,Male,0,0,50,United-States,true
35,Private,Assoc-voc,Divorced,Prof-specialty,Unmarried,White,Female,0,0,40,United-States,true
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Sales,Husband,Black,Male,0,0,60,United-States,true
60,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,33,United-States,false
21,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Other-relative,White,Female,0,1579,40,United-States,false
71,Local-gov,Masters,Widowed,Prof-specialty,Not-in-family,White,Female,0,0,40,United-States,false
22,Private,Assoc-voc,Never-married,Other-service,Own-child,White,Male,0,0,30,United-States,false
50,Local-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
37,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,true
23,Private,HS-grad,Never-married,Adm-clerical,Own-child,Asian-Pac-Islander,Female,0,0,40,Vietnam,false
74,Private,HS-grad,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,false
67,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,1844,70,United-States,false
59,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,43,United-States,true
28,Private,HS-grad,Married-civ-spouse,Transport-moving,Husband,White,Male,0,1740,40,United-States,false
45,Private,HS-grad,Married-civ-spouse,Farming-fishing,Husband,Amer-Indian-Eskimo,Male,0,0,40,United-States,false
63,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,20,United-States,false
39,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,63,United-States,false
33,State-gov,Some-college,Divorced,Other-service,Unmarried,Black,Female,0,0,40,United-States,false
32,Private,Bachelors,Never-married,Other-service,Not-in-family,Asian-Pac-Islander,Male,0,0,40,South,false
34,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,1977,45,United-States,true
39,Private,HS-grad,Never-married,Handlers-cleaners,Other-relative,White,Male,0,0,40,United-States,false
29,State-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,36,United-States,false
22,Private,HS-grad,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,false
53,Private,Bachelors,Divorced,Sales,Not-in-family,White,Female,13550,0,43,United-States,true
46,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,42,United-States,false
51,Private,Some-college,Married-civ-spouse,Other-service,Wife,White,Female,0,0,40,United-States,true
44,Private,Prof-school,Divorced,Prof-specialty,Not-in-family,White,Female,2354,0,99,United-States,false
56,State-gov,HS-grad,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
27,Private,Bachelors,Never-married,Adm-clerical,Own-child,Black,Female,0,0,40,United-States,false
52,Private,9th,Married-spouse-absent,Machine-op-inspct,Not-in-family,Asian-Pac-Islander,Female,0,0,30,China,false
39,Private,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,true
45,Federal-gov,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,true
37,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,false
33,Private,HS-grad,Divorced,Adm-clerical,Own-child,White,Male,0,0,40,United-States,false
35,,HS-grad,Never-married,,Not-in-family,White,Female,0,0,4,United-States,false
46,Private,5th-6th,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,45,Italy,false
35,Private,12th,Married-civ-spouse,Craft-repair,Wife,White,Female,0,0,50,United-States,false
33,Private,HS-grad,Married-civ-spouse,Exec-managerial,Husband,Black,Male,0,0,50,United-States,false
48,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,false
32,Private,HS-grad,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,50,United-States,false
18,,10th,Never-married,,Own-child,White,Male,0,0,40,United-States,false
20,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,32,United-States,false
35,Private,HS-grad,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States,false
19,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Female,0,0,25,United-States,false
21,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,40,,false
56,Private,11th,Separated,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,false
28,Private,Bachelors,Never-married,Adm-clerical,Own-child,White,Female,0,0,16,El-Salvador,false
45,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Female,0,0,40,United-States,false
32,Private,Assoc-voc,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,45,United-States,false
44,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,12,United-States,false
55,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
34,Private,Some-college,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,true
33,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
36,Private,Bachelors,Never-married,Exec-managerial,Own-child,White,Male,0,0,55,United-States,false
25,Private,HS-grad,Never-married,Adm-clerical,Own-child,White,Female,0,0,40,United-States,false
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,40,United-States,false
39,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,7298,0,55,United-States,true
53,Private,10th,Married-spouse-absent,Machine-op-inspct,Not-in-family,White,Female,0,0,40,Columbia,false
47,Private,HS-grad,Divorced,Exec-managerial,Not-in-family,Amer-Indian-Eskimo,Female,3325,0,45,United-States,false
49,Self-emp-inc,Assoc-voc,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,60,United-States,false
22,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,Amer-Indian-Eskimo,Male,0,0,40,United-States,false
31,Private,Some-college,Never-married,Adm-clerical,Other-relative,White,Male,0,0,40,United-States,false
44,Self-emp-inc,Some-college,Divorced,Other-service,Unmarried,White,Male,0,0,80,United-States,false
19,Private,HS-grad,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,false
37,Self-emp-not-inc,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,40,United-States,false
60,,HS-grad,Widowed,,Not-in-family,White,Male,0,0,35,Poland,false
23,Private,Some-college,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,25,United-States,false
44,Private,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,65,United-States,true
54,Local-gov,HS-grad,Married-civ-spouse,Other-service,Wife,White,Female,0,0,35,United-States,false
23,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,false
21,Private,Some-college,Never-married,Other-service,Own-child,White,Female,0,0,10,United-States,false
19,State-gov,Some-college,Never-married,Prof-specialty,Own-child,White,Male,0,0,25,United-States,false
51,Private,Bachelors,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,20,United-States,true
41,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,50,United-States,true
61,Private,Some-college,Married-civ-spouse,Tech-support,Husband,White,Male,15024,0,18,United-States,true
19,Self-emp-not-inc,10th,Married-spouse-absent,Adm-clerical,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,false
22,Private,Bachelors,Never-married,Sales,Own-child,White,Male,0,0,40,United-States,false
22,Private,HS-grad,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,false
49,Private,7th-8th,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,32,United-States,false
35,Private,10th,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,50,United-States,false
38,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,false
29,Private,HS-grad,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
56,Private,Assoc-voc,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,true
41,Private,Some-college,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,80,United-States,false
62,Self-emp-inc,Masters,Married-civ-spouse,Sales,Husband,White,Male,0,0,45,United-States,true
27,Private,HS-grad,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Japan,false
55,,HS-grad,Divorced,,Not-in-family,White,Female,0,0,40,England,false
25,Private,HS-grad,Never-married,Sales,Not-in-family,White,Male,4416,0,42,United-States,false
33,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,15024,0,75,United-States,true
26,Private,HS-grad,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
43,Private,HS-grad,Divorced,Machine-op-inspct,Not-in-family,White,Male,0,0,45,United-States,false
53,Federal-gov,Masters,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,true
43,Private,Bachelors,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,false
56,Private,HS-grad,Divorced,Craft-repair,Unmarried,White,Male,0,0,35,United-States,false
25,Private,Bachelors,Married-civ-spouse,Sales,Husband,White,Male,0,0,50,United-States,false
60,Private,Masters,Divorced,Prof-specialty,Other-relative,Black,Male,0,0,40,United-States,false
28,Private,Some-college,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
21,Private,HS-grad,Never-married,Machine-op-inspct,Unmarried,White,Male,0,0,40,Mexico,false
40,Private,Bachelors,Never-married,Adm-clerical,Unmarried,Black,Female,2977,0,40,United-States,false
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,Black,Male,0,0,40,United-States,false
20,Private,Some-college,Never-married,Craft-repair,Own-child,White,Female,0,0,25,United-States,false
25,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,80,United-States,true
18,Private,11th,Never-married,Sales,Own-child,White,Female,0,0,10,United-States,false
32,State-gov,Assoc-acdm,Married-civ-spouse,Other-service,Husband,White,Male,0,0,35,United-States,false
27,Private,1st-4th,Never-married,Other-service,Own-child,Other,Male,0,0,35,Dominican-Republic,false
48,Private,HS-grad,Widowed,Machine-op-inspct,Not-in-family,White,Female,0,0,16,United-States,false
20,Private,Some-college,Never-married,Sales,Own-child,White,Female,0,0,25,United-States,false
55,Private,HS-grad,Divorced,Sales,Not-in-family,White,Female,0,0,40,England,false
33,Local-gov,Bachelors,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,50,United-States,true
21,State-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Female,0,0,12,United-States,false
43,Self-emp-not-inc,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,30,United-States,false
35,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,false
39,Local-gov,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,35,United-States,true
19,Private,HS-grad,Never-married,Sales,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,false
25,Private,HS-grad,Never-married,Other-service,Not-in-family,Black,Female,0,0,40,United-States,false
44,Private,Some-college,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,72,United-States,true
27,Private,Assoc-acdm,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,false
39,Private,HS-grad,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,40,United-States,true
69,Private,10th,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,false
34,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,Asian-Pac-Islander,Female,0,0,40,Philippines,false
20,,Some-college,Never-married,,Own-child,White,Male,0,0,35,United-States,false
37,Private,5th-6th,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,false
43,Local-gov,Bachelors,Divorced,Prof-specialty,Own-child,White,Female,0,0,39,United-States,false
62,,HS-grad,Married-civ-spouse,,Husband,White,Male,0,0,48,United-States,false
34,State-gov,Masters,Married-civ-spouse,Prof-specialty,Wife,Black,Female,0,0,40,United-States,true
31,Self-emp-not-inc,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,false
42,State-gov,Doctorate,Divorced,Prof-specialty,Not-in-family,White,Female,8614,0,60,United-States,true
26,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,30,United-States,false
39,Private,Some-college,Separated,Other-service,Unmarried,White,Female,0,0,75,United-States,false
25,Private,Bachelors,Never-married,Other-service,Own-child,White,Male,0,0,40,United-States,false
54,Local-gov,Some-college,Married-civ-spouse,Transport-moving,Husband,Black,Male,0,0,30,United-States,false
44,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,60,United-States,true
34,State-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,7688,0,38,United-States,true
21,Self-emp-inc,Some-college,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,false
50,Private,5th-6th,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,55,,false
33,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Male,0,0,40,United-States,false
40,Self-emp-inc,Assoc-acdm,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,40,United-States,true
44,Private,Masters,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,true
33,Local-gov,Assoc-acdm,Divorced,Protective-serv,Not-in-family,White,Male,0,0,56,United-States,false
21,Local-gov,Some-college,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,false
35,Self-emp-not-inc,Bachelors,Never-married,Other-service,Not-in-family,Black,Female,0,0,60,United-States,false
43,Private,Some-college,Married-civ-spouse,Sales,Husband,White,Male,7298,0,40,United-States,true
57,,10th,Separated,,Not-in-family,White,Male,0,0,30,United-States,false
51,Local-gov,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,45,United-States,false
29,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,false
51,Local-gov,HS-grad,Separated,Protective-serv,Not-in-family,Black,Male,0,0,40,United-States,false
35,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,false
18,Private,11th,Never-married,Sales,Own-child,White,Male,0,0,20,United-States,false
58,Private,10th,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,false
57,Self-emp-inc,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,true
19,Private,HS-grad,Never-married,Sales,Own-child,White,Female,0,0,20,United-States,false
37,Private,Some-college,Separated,Other-service,Unmarried,White,Female,0,0,40,United-States,false
38,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,44,United-States,false
45,Private,Some-college,Married-spouse-absent,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,false
27,Private,Some-college,Married-civ-spouse,Prof-specialty,Husband,Asian-Pac-Islander,Male,0,0,40,Cambodia,true
64,,7th-8th,Widowed,,Not-in-family,White,Female,0,0,40,United-States,false
38,Local-gov,Some-college,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,72,United-States,false
30,Private,HS-grad,Divorced,Craft-repair,Not-in-family,White,Male,0,0,30,United-States,false
46,Private,Bachelors,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,40,United-States,false
18,,10th,Never-married,,Other-relative,White,Female,0,0,30,United-States,false
60,Private,HS-grad,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,true
30,Private,HS-grad,Separated,Transport-moving,Not-in-family,White,Male,0,0,44,United-States,false
47,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,Black,Male,7688,0,40,United-States,true
39,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,false
42,Private,Some-college,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,45,United-States,true
27,Private,Some-college,Divorced,Adm-clerical,Other-relative,White,Female,0,0,40,United-States,false
44,Private,Some-college,Divorced,Sales,Not-in-family,White,Male,0,0,40,United-States,false
33,Private,Bachelors,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,false
54,Private,Bachelors,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,50,United-States,true
58,Self-emp-not-inc,Some-college,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,35,United-States,false
45,Private,Bachelors,Never-married,Transport-moving,Not-in-family,White,Male,0,0,30,United-States,false
59,Private,Some-college,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,false
29,Private,Assoc-acdm,Never-married,Priv-house-serv,Not-in-family,White,Female,0,0,50,United-States,false
27,Private,HS-grad,Never-married,Machine-op-inspct,Not-in-family,White,Female,0,0,40,United-States,false
44,Private,Masters,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,20,United-States,true
44,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,true
33,Private,Some-college,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,70,United-States,true
27,Private,HS-grad,Never-married,Craft-repair,Own-child,White,Male,0,0,40,United-States,false
33,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,true
55,Private,Assoc-voc,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,false
32,Self-emp-not-inc,Assoc-voc,Married-civ-spouse,Prof-specialty,Husband,Other,Male,0,0,60,United-States,false
31,Private,Assoc-voc,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,45,United-States,false
57,Self-emp-inc,Prof-school,Married-civ-spouse,Prof-specialty,Husband,White,Male,99999,0,60,United-States,true
30,Private,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,true
78,,HS-grad,Widowed,,Not-in-family,White,Female,0,0,1,United-States,false
28,Private,Bachelors,Never-married,Sales,Not-in-family,White,Female,0,0,48,United-States,false
30,Self-emp-not-inc,Some-college,Never-married,Sales,Other-relative,Asian-Pac-Islander,Male,0,2258,40,South,false
29,Private,Masters,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,true
66,Private,HS-grad,Never-married,Other-service,Other-relative,Black,Female,0,0,3,United-States,false
60,Private,HS-grad,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,45,United-States,true
31,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,false
26,Private,HS-grad,Never-married,Craft-repair,Other-relative,White,Male,2597,0,40,United-States,false
24,Private,HS-grad,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,45,United-States,false
29,Private,Bachelors,Never-married,Sales,Not-in-family,White,Male,0,0,50,United-States,true
44,Private,HS-grad,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,45,United-States,true
34,Local-gov,Bachelors,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,55,United-States,true
59,Private,Bachelors,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1902,43,United-States,true
23,Private,Bachelors,Never-married,Exec-managerial,Own-child,Asian-Pac-Islander,Male,0,0,24,United-States,false
23,Private,11th,Never-married,Other-service,Other-relative,White,Male,0,0,40,Philippines,false
55,Local-gov,Assoc-voc,Separated,Prof-specialty,Unmarried,Black,Female,0,0,35,United-States,false
39,Self-emp-inc,HS-grad,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,true
39,Private,11th,Never-married,Craft-repair,Not-in-family,Black,Male,0,0,40,United-States,false
57,Private,7th-8th,Divorced,Transport-moving,Unmarried,White,Male,0,0,75,United-States,false
35,Private,HS-grad,Divorced,Sales,Unmarried,White,Female,0,0,40,United-States,false
39,Local-gov,Assoc-voc,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,48,United-States,true
